boite,ligne,colonne,concentration,date_ponte,data_comptage,entree1,entree2,nb_oeufs,compteur,test
P88,1,1,"0,75",16/08/19,19/08/19,3,3,3,JL,OK
P88,1,2,"0,9",16/08/19,19/08/19,0,0,0,JL,OK
P88,1,3,"0,6",16/08/19,19/08/19,0,0,0,JL,OK
P88,1,4,"1,2",16/08/19,19/08/19,0,0,0,JL,OK
P88,2,1,0,16/08/19,19/08/19,0,0,0,JL,OK
P88,2,2,"0,3",16/08/19,19/08/19,1,1,1,JL,OK
P88,2,3,"0,15",16/08/19,19/08/19,0,0,0,JL,OK
P88,2,4,"1,65",16/08/19,19/08/19,12,12,12,JL,OK
P88,3,1,"1,5",16/08/19,19/08/19,7,7,7,JL,OK
P88,3,2,"1,35",16/08/19,19/08/19,1,1,1,JL,OK
P88,3,3,"1,05",16/08/19,19/08/19,0,0,0,JL,OK
P88,3,4,"0,45",16/08/19,19/08/19,0,0,0,JL,OK
P89,1,1,"1,65",16/08/19,19/08/19,11,11,11,JL,OK
P89,1,2,"0,3",16/08/19,19/08/19,6,6,6,JL,OK
P89,1,3,0,16/08/19,19/08/19,0,0,0,JL,OK
P89,1,4,"1,2",16/08/19,19/08/19,0,0,0,JL,OK
P89,2,1,"1,05",16/08/19,19/08/19,2,2,2,JL,OK
P89,2,2,"0,15",16/08/19,19/08/19,0,0,0,JL,OK
P89,2,3,"0,45",16/08/19,19/08/19,4,4,4,JL,OK
P89,2,4,"1,35",16/08/19,19/08/19,1,1,1,JL,OK
P89,3,1,"1,5",16/08/19,19/08/19,4,4,4,JL,OK
P89,3,2,"0,6",16/08/19,19/08/19,5,5,5,JL,OK
P89,3,3,"0,75",16/08/19,19/08/19,9,9,9,JL,OK
P89,3,4,"0,9",16/08/19,19/08/19,2,2,2,JL,OK
P90,1,1,"1,65",16/08/19,20/08/19,10,10,10,JL,OK
P90,1,2,"1,5",16/08/19,20/08/19,0,0,0,JL,OK
P90,1,3,"0,6",16/08/19,20/08/19,0,0,0,JL,OK
P90,1,4,"1,35",16/08/19,20/08/19,5,5,5,JL,OK
P90,2,1,0,16/08/19,20/08/19,2,2,2,JL,OK
P90,2,2,"0,75",16/08/19,20/08/19,0,0,0,JL,OK
P90,2,3,"0,15",16/08/19,20/08/19,3,3,3,JL,OK
P90,2,4,"1,2",16/08/19,20/08/19,9,9,9,JL,OK
P90,3,1,"0,45",16/08/19,20/08/19,21,21,21,JL,OK
P90,3,2,"0,9",16/08/19,20/08/19,0,0,0,JL,OK
P90,3,3,"0,3",16/08/19,20/08/19,0,0,0,JL,OK
P90,3,4,"1,05",16/08/19,20/08/19,26,26,26,JL,OK
P91,1,1,"0,9",16/08/19,20/08/19,4,4,4,JL,OK
P91,1,2,"0,6",16/08/19,20/08/19,8,8,8,JL,OK
P91,1,3,"1,05",16/08/19,20/08/19,11,11,11,JL,OK
P91,1,4,"0,45",16/08/19,20/08/19,29,29,29,JL,OK
P91,2,1,"0,15",16/08/19,20/08/19,15,15,15,JL,OK
P91,2,2,"1,5",16/08/19,20/08/19,11,11,11,JL,OK
P91,2,3,0,16/08/19,20/08/19,13,13,13,JL,OK
P91,2,4,"1,2",16/08/19,20/08/19,1,1,1,JL,OK
P91,3,1,"0,3",16/08/19,20/08/19,6,6,6,JL,OK
P91,3,2,"0,75",16/08/19,20/08/19,17,17,17,JL,OK
P91,3,3,"1,65",16/08/19,20/08/19,19,19,19,JL,OK
P91,3,4,"1,35",16/08/19,20/08/19,24,24,24,JL,OK
P92,1,1,"0,6",16/08/19,19/08/19,27,27,27,JL,OK
P92,1,2,"0,15",16/08/19,19/08/19,14,14,14,JL,OK
P92,1,3,"1,5",16/08/19,19/08/19,18,18,18,JL,OK
P92,1,4,"1,2",16/08/19,19/08/19,3,3,3,JL,OK
P92,2,1,0,16/08/19,19/08/19,7,7,7,JL,OK
P92,2,2,"0,45",16/08/19,19/08/19,6,6,6,JL,OK
P92,2,3,"0,3",16/08/19,19/08/19,5,5,5,JL,OK
P92,2,4,"0,75",16/08/19,19/08/19,4,4,4,JL,OK
P92,3,1,"1,05",16/08/19,19/08/19,29,29,29,JL,OK
P92,3,2,"1,65",16/08/19,19/08/19,6,6,6,JL,OK
P92,3,3,"1,35",16/08/19,19/08/19,4,4,4,JL,OK
P92,3,4,"0,9",16/08/19,19/08/19,9,9,9,JL,OK
P93,1,1,"0,6",16/08/19,19/08/19,0,0,0,JL,OK
P93,1,2,"1,65",16/08/19,19/08/19,0,0,0,JL,OK
P93,1,3,"1,2",16/08/19,19/08/19,0,0,0,JL,OK
P93,1,4,"0,3",16/08/19,19/08/19,0,0,0,JL,OK
P93,2,1,"0,9",16/08/19,19/08/19,0,0,0,JL,OK
P93,2,2,"0,75",16/08/19,19/08/19,0,0,0,JL,OK
P93,2,3,"1,05",16/08/19,19/08/19,0,0,0,JL,OK
P93,2,4,0,16/08/19,19/08/19,0,0,0,JL,OK
P93,3,1,"1,35",16/08/19,19/08/19,0,0,0,JL,OK
P93,3,2,"0,15",16/08/19,19/08/19,4,4,4,JL,OK
P93,3,3,"1,5",16/08/19,20/08/19,3,3,3,JL,OK
P93,3,4,"0,45",16/08/19,20/08/19,1,1,1,JL,OK
P94,1,1,"0,6",16/08/19,20/08/19,9,9,9,JL,OK
P94,1,2,0,16/08/19,20/08/19,12,12,12,JL,OK
P94,1,3,"0,15",16/08/19,20/08/19,13,13,13,JL,OK
P94,1,4,"0,75",16/08/19,20/08/19,15,15,15,JL,OK
P94,2,1,"0,45",16/08/19,20/08/19,11,11,11,JL,OK
P94,2,2,"0,9",16/08/19,20/08/19,0,0,0,JL,OK
P94,2,3,"1,65",16/08/19,20/08/19,1,1,1,JL,OK
P94,2,4,"0,3",16/08/19,20/08/19,3,3,3,JL,OK
P94,3,1,"1,35",16/08/19,20/08/19,15,15,15,JL,OK
P94,3,2,"1,2",16/08/19,20/08/19,21,21,21,JL,OK
P94,3,3,"1,05",16/08/19,20/08/19,7,7,7,JL,OK
P94,3,4,"1,5",16/08/19,20/08/19,14,14,14,JL,OK
P95,1,1,"0,75",16/08/19,20/08/19,40,40,40,JL,OK
P95,1,2,"0,3",16/08/19,20/08/19,6,6,6,JL,OK
P95,1,3,"1,65",16/08/19,20/08/19,2,2,2,JL,OK
P95,1,4,"0,45",16/08/19,20/08/19,21,21,21,JL,OK
P95,2,1,"0,15",16/08/19,20/08/19,7,7,7,JL,OK
P95,2,2,"1,35",16/08/19,20/08/19,1,1,1,JL,OK
P95,2,3,0,16/08/19,20/08/19,2,2,2,JL,OK
P95,2,4,"0,6",16/08/19,20/08/19,5,5,5,JL,OK
P95,3,1,"1,5",16/08/19,20/08/19,28,28,28,JL,OK
P95,3,2,"1,05",16/08/19,20/08/19,52,52,52,JL,OK
P95,3,3,"0,9",16/08/19,20/08/19,6,6,6,JL,OK
P95,3,4,"1,2",16/08/19,20/08/19,8,8,8,JL,OK
P96,1,1,"0,3",16/08/19,20/08/19,17,17,17,JL,OK
P96,1,2,"0,15",16/08/19,20/08/19,12,12,12,JL,OK
P96,1,3,0,16/08/19,20/08/19,19,19,19,JL,OK
P96,1,4,"0,75",16/08/19,20/08/19,8,8,8,JL,OK
P96,2,1,"0,45",16/08/19,20/08/19,7,7,7,JL,OK
P96,2,2,"0,9",16/08/19,20/08/19,0,0,0,JL,OK
P96,2,3,"1,05",16/08/19,20/08/19,4,4,4,JL,OK
P96,2,4,"1,2",16/08/19,20/08/19,6,6,6,JL,OK
P96,3,1,"1,65",16/08/19,20/08/19,2,2,2,JL,OK
P96,3,2,"1,35",16/08/19,20/08/19,3,3,3,JL,OK
P96,3,3,"1,5",16/08/19,20/08/19,17,17,17,JL,OK
P96,3,4,"0,6",16/08/19,20/08/19,3,3,3,JL,OK
P97,1,1,"0,15",16/08/19,19/08/19,24,24,24,JL,OK
P97,1,2,"1,05",16/08/19,19/08/19,2,2,2,JL,OK
P97,1,3,"1,35",16/08/19,19/08/19,3,3,3,JL,OK
P97,1,4,"0,6",16/08/19,19/08/19,5,5,5,JL,OK
P97,2,1,"0,45",16/08/19,19/08/19,23,23,23,JL,OK
P97,2,2,"1,65",16/08/19,19/08/19,6,6,6,JL,OK
P97,2,3,"0,75",16/08/19,19/08/19,0,0,0,JL,OK
P97,2,4,0,16/08/19,19/08/19,3,3,3,JL,OK
P97,3,1,"1,2",16/08/19,19/08/19,72,72,72,JL,OK
P97,3,2,"0,3",16/08/19,19/08/19,7,7,7,JL,OK
P97,3,3,"1,5",16/08/19,19/08/19,15,15,15,JL,OK
P97,3,4,"0,9",16/08/19,19/08/19,0,0,0,JL,OK
P98,1,1,"0,15",16/08/19,19/08/19,12,12,12,JL,OK
P98,1,2,"1,2",16/08/19,19/08/19,3,3,3,JL,OK
P98,1,3,"1,5",16/08/19,19/08/19,3,3,3,JL,OK
P98,1,4,"0,6",16/08/19,19/08/19,15,15,15,JL,OK
P98,2,1,"0,9",16/08/19,19/08/19,12,12,12,JL,OK
P98,2,2,"0,3",16/08/19,19/08/19,7,7,7,JL,OK
P98,2,3,"1,05",16/08/19,19/08/19,6,6,6,JL,OK
P98,2,4,"0,45",16/08/19,19/08/19,23,23,23,JL,OK
P98,3,1,"0,75",16/08/19,19/08/19,6,6,6,JL,OK
P98,3,2,"1,35",16/08/19,19/08/19,7,7,7,JL,OK
P98,3,3,"1,65",16/08/19,19/08/19,16,16,16,JL,OK
P98,3,4,0,16/08/19,19/08/19,8,8,8,JL,OK
P99,1,1,"1,2",16/08/19,19/08/19,18,18,18,JL,OK
P99,1,2,"0,45",16/08/19,19/08/19,15,15,15,JL,OK
P99,1,3,"0,6",16/08/19,19/08/19,10,10,10,JL,OK
P99,1,4,0,16/08/19,19/08/19,63,63,63,JL,OK
P99,2,1,"1,05",16/08/19,19/08/19,24,24,24,JL,OK
P99,2,2,"1,35",16/08/19,19/08/19,0,0,0,JL,OK
P99,2,3,"0,75",16/08/19,19/08/19,1,1,1,JL,OK
P99,2,4,"0,9",16/08/19,19/08/19,8,8,8,JL,OK
P99,3,1,"1,5",16/08/19,19/08/19,0,0,0,JL,OK
P99,3,2,"1,65",16/08/19,19/08/19,1,1,1,JL,OK
P99,3,3,"0,15",16/08/19,19/08/19,2,2,2,JL,OK
P99,3,4,"0,3",16/08/19,19/08/19,12,12,12,JL,OK
P100,1,1,"1,2",16/08/19,19/08/19,8,8,8,JL,OK
P100,1,2,"0,9",16/08/19,19/08/19,10,10,10,JL,OK
P100,1,3,"1,5",16/08/19,19/08/19,2,2,2,JL,OK
P100,1,4,"0,6",16/08/19,19/08/19,28,28,28,JL,OK
P100,2,1,"0,15",16/08/19,19/08/19,15,15,15,JL,OK
P100,2,2,"1,35",16/08/19,19/08/19,5,5,5,JL,OK
P100,2,3,"0,45",16/08/19,19/08/19,0,0,0,JL,OK
P100,2,4,"1,05",16/08/19,19/08/19,44,44,44,JL,OK
P100,3,1,0,16/08/19,19/08/19,14,14,14,JL,OK
P100,3,2,"0,3",16/08/19,19/08/19,6,6,6,JL,OK
P100,3,3,"0,75",16/08/19,19/08/19,14,14,14,JL,OK
P100,3,4,"1,65",16/08/19,19/08/19,54,54,54,JL,OK
P101,1,1,"0,15",16/08/19,19/08/19,2,2,2,JL,OK
P101,1,2,"1,35",16/08/19,19/08/19,4,4,4,JL,OK
P101,1,3,"0,6",16/08/19,19/08/19,8,8,8,JL,OK
P101,1,4,"0,75",16/08/19,19/08/19,1,1,1,JL,OK
P101,2,1,"0,45",16/08/19,19/08/19,0,0,0,JL,OK
P101,2,2,"0,3",16/08/19,19/08/19,0,0,0,JL,OK
P101,2,3,"1,2",16/08/19,19/08/19,1,1,1,JL,OK
P101,2,4,"1,65",16/08/19,19/08/19,14,14,14,JL,OK
P101,3,1,0,16/08/19,19/08/19,5,5,5,JL,OK
P101,3,2,"1,5",16/08/19,19/08/19,4,4,4,JL,OK
P101,3,3,"0,9",16/08/19,19/08/19,5,5,5,JL,OK
P101,3,4,"1,05",16/08/19,19/08/19,1,1,1,JL,OK
P102,1,1,"0,3",16/08/19,19/08/19,7,7,7,JL,OK
P102,1,2,0,16/08/19,19/08/19,1,1,1,JL,OK
P102,1,3,"1,35",16/08/19,19/08/19,5,5,5,JL,OK
P102,1,4,"0,6",16/08/19,19/08/19,7,7,7,JL,OK
P102,2,1,"0,45",16/08/19,19/08/19,15,15,15,JL,OK
P102,2,2,"1,2",16/08/19,19/08/19,0,0,0,JL,OK
P102,2,3,"1,65",16/08/19,19/08/19,0,0,0,JL,OK
P102,2,4,"0,15",16/08/19,19/08/19,4,4,4,JL,OK
P102,3,1,"1,5",16/08/19,19/08/19,7,7,7,JL,OK
P102,3,2,"1,05",16/08/19,19/08/19,6,6,6,JL,OK
P102,3,3,"0,9",16/08/19,19/08/19,3,3,3,JL,OK
P102,3,4,"0,75",16/08/19,19/08/19,14,14,14,JL,OK
P103,1,1,"1,2",16/08/19,19/08/19,0,0,0,JL,OK
P103,1,2,0,16/08/19,19/08/19,2,2,2,JL,OK
P103,1,3,"0,15",16/08/19,19/08/19,4,4,4,JL,OK
P103,1,4,"1,65",16/08/19,19/08/19,35,35,35,JL,OK
P103,2,1,"0,75",16/08/19,19/08/19,2,2,2,JL,OK
P103,2,2,"0,3",16/08/19,19/08/19,0,0,0,JL,OK
P103,2,3,"0,45",16/08/19,19/08/19,0,0,0,JL,OK
P103,2,4,"0,6",16/08/19,19/08/19,16,16,16,JL,OK
P103,3,1,"0,9",16/08/19,19/08/19,8,8,8,JL,OK
P103,3,2,"1,5",16/08/19,19/08/19,12,12,12,JL,OK
P103,3,3,"1,05",16/08/19,19/08/19,15,15,15,JL,OK
P103,3,4,"1,35",16/08/19,19/08/19,14,14,14,JL,OK
P104,1,1,"0,45",16/08/19,20/08/19,8,8,8,JL,OK
P104,1,2,"1,2",16/08/19,20/08/19,13,13,13,JL,OK
P104,1,3,"0,3",16/08/19,20/08/19,23,23,23,JL,OK
P104,1,4,"0,9",16/08/19,20/08/19,62,62,62,JL,OK
P104,2,1,0,16/08/19,20/08/19,2,2,2,JL,OK
P104,2,2,"0,75",16/08/19,20/08/19,0,0,0,JL,OK
P104,2,3,"1,05",16/08/19,20/08/19,0,0,0,JL,OK
P104,2,4,"1,5",16/08/19,20/08/19,16,16,16,JL,OK
P104,3,1,"1,65",16/08/19,20/08/19,1,1,1,JL,OK
P104,3,2,"0,6",16/08/19,20/08/19,6,6,6,JL,OK
P104,3,3,"1,35",16/08/19,20/08/19,6,6,6,JL,OK
P104,3,4,"0,15",16/08/19,20/08/19,17,17,17,JL,OK
P105,1,1,"0,3",16/08/19,19/08/19,13,13,13,JL,OK
P105,1,2,"0,45",16/08/19,19/08/19,17,17,17,JL,OK
P105,1,3,0,16/08/19,19/08/19,6,6,6,JL,OK
P105,1,4,"0,9",16/08/19,19/08/19,12,12,12,JL,OK
P105,2,1,"1,2",16/08/19,19/08/19,13,13,13,JL,OK
P105,2,2,"1,5",16/08/19,19/08/19,5,5,5,JL,OK
P105,2,3,"1,35",16/08/19,19/08/19,2,2,2,JL,OK
P105,2,4,"0,15",16/08/19,19/08/19,3,3,3,JL,OK
P105,3,1,"1,65",16/08/19,19/08/19,22,22,22,JL,OK
P105,3,2,"0,6",16/08/19,19/08/19,20,20,20,JL,OK
P105,3,3,"1,05",16/08/19,19/08/19,16,16,16,JL,OK
P105,3,4,"0,75",16/08/19,19/08/19,3,3,3,JL,OK
P106,1,1,"0,6",16/08/19,19/08/19,0,0,0,JL,OK
P106,1,2,0,16/08/19,19/08/19,0,0,0,JL,OK
P106,1,3,"0,3",16/08/19,19/08/19,0,0,0,JL,OK
P106,1,4,"1,65",16/08/19,19/08/19,1,1,1,JL,OK
P106,2,1,"1,05",16/08/19,19/08/19,0,0,0,JL,OK
P106,2,2,"0,75",16/08/19,19/08/19,2,2,2,JL,OK
P106,2,3,"0,9",16/08/19,19/08/19,3,3,3,JL,OK
P106,2,4,"1,35",16/08/19,19/08/19,6,6,6,JL,OK
P106,3,1,"0,15",16/08/19,19/08/19,21,21,21,JL,OK
P106,3,2,"1,5",16/08/19,19/08/19,0,0,0,JL,OK
P106,3,3,"0,45",16/08/19,19/08/19,1,1,1,JL,OK
P106,3,4,"1,2",16/08/19,19/08/19,19,19,19,JL,OK
P107,1,1,"1,05",16/08/19,19/08/19,0,0,0,JL,OK
P107,1,2,"0,6",16/08/19,19/08/19,10,10,10,JL,OK
P107,1,3,"0,9",16/08/19,19/08/19,3,3,3,JL,OK
P107,1,4,"0,75",16/08/19,19/08/19,15,15,15,JL,OK
P107,2,1,0,16/08/19,19/08/19,9,9,9,JL,OK
P107,2,2,"1,2",16/08/19,19/08/19,10,10,10,JL,OK
P107,2,3,"0,15",16/08/19,19/08/19,0,0,0,JL,OK
P107,2,4,"0,3",16/08/19,19/08/19,0,0,0,JL,OK
P107,3,1,"0,45",16/08/19,19/08/19,51,51,51,JL,OK
P107,3,2,"1,5",16/08/19,19/08/19,4,4,4,JL,OK
P107,3,3,"1,65",16/08/19,19/08/19,27,27,27,JL,OK
P107,3,4,"1,35",16/08/19,19/08/19,3,3,3,JL,OK
P108,1,1,"1,5",16/08/19,19/08/19,44,44,44,JL,OK
P108,1,2,"0,6",16/08/19,19/08/19,3,3,3,JL,OK
P108,1,3,"1,2",16/08/19,19/08/19,0,0,0,JL,OK
P108,1,4,"0,75",16/08/19,19/08/19,7,7,7,JL,OK
P108,2,1,"0,3",16/08/19,19/08/19,8,8,8,JL,OK
P108,2,2,"0,9",16/08/19,19/08/19,12,12,12,JL,OK
P108,2,3,"0,45",16/08/19,19/08/19,0,0,0,JL,OK
P108,2,4,"1,65",16/08/19,19/08/19,6,6,6,JL,OK
P108,3,1,"1,05",16/08/19,19/08/19,11,11,11,JL,OK
P108,3,2,0,16/08/19,19/08/19,45,45,45,JL,OK
P108,3,3,"0,15",16/08/19,19/08/19,13,13,13,JL,OK
P108,3,4,"1,35",16/08/19,19/08/19,0,0,0,JL,OK
P109,1,1,"1,05",16/08/19,19/08/19,3,3,3,JL,OK
P109,1,2,"0,45",16/08/19,19/08/19,17,17,17,JL,OK
P109,1,3,"1,5",16/08/19,19/08/19,0,0,0,JL,OK
P109,1,4,"1,35",16/08/19,19/08/19,28,28,28,JL,OK
P109,2,1,"0,15",16/08/19,19/08/19,0,0,0,JL,OK
P109,2,2,"0,3",16/08/19,19/08/19,5,5,5,JL,OK
P109,2,3,"0,75",16/08/19,19/08/19,4,4,4,JL,OK
P109,2,4,"1,65",16/08/19,19/08/19,3,3,3,JL,OK
P109,3,1,"0,6",16/08/19,19/08/19,9,9,9,JL,OK
P109,3,2,0,16/08/19,19/08/19,1,1,1,JL,OK
P109,3,3,"0,9",16/08/19,19/08/19,4,4,4,JL,OK
P109,3,4,"1,2",16/08/19,19/08/19,14,14,14,JL,OK
P111,1,1,"1,5",16/08/19,20/08/19,12,12,12,JL,OK
P111,1,2,"1,05",16/08/19,20/08/19,4,4,4,JL,OK
P111,1,3,"0,3",16/08/19,20/08/19,32,32,32,JL,OK
P111,1,4,"0,15",16/08/19,20/08/19,17,17,17,JL,OK
P111,2,1,"1,2",16/08/19,20/08/19,8,8,8,JL,OK
P111,2,2,"0,9",16/08/19,20/08/19,23,23,23,JL,OK
P111,2,3,"0,6",16/08/19,20/08/19,0,0,0,JL,OK
P111,2,4,"1,35",16/08/19,20/08/19,7,7,7,JL,OK
P111,3,1,"0,75",16/08/19,20/08/19,25,25,25,JL,OK
P111,3,2,0,16/08/19,20/08/19,14,14,14,JL,OK
P111,3,3,"1,65",16/08/19,20/08/19,0,0,0,JL,OK
P111,3,4,"0,45",16/08/19,20/08/19,29,29,29,JL,OK
P112,1,1,"0,75",16/08/19,19/08/19,40,40,40,JL,OK
P112,1,2,"0,45",16/08/19,19/08/19,34,34,34,JL,OK
P112,1,3,"1,05",16/08/19,19/08/19,42,42,42,JL,OK
P112,1,4,"0,3",16/08/19,19/08/19,0,0,0,JL,OK
P112,2,1,"1,5",16/08/19,19/08/19,14,14,14,JL,OK
P112,2,2,"0,6",16/08/19,19/08/19,13,13,13,JL,OK
P112,2,3,0,16/08/19,19/08/19,13,13,13,JL,OK
P112,2,4,"0,9",16/08/19,19/08/19,1,1,1,JL,OK
P112,3,1,"1,65",16/08/19,19/08/19,28,28,28,JL,OK
P112,3,2,"0,15",16/08/19,19/08/19,31,31,31,JL,OK
P112,3,3,"1,35",16/08/19,19/08/19,20,20,20,JL,OK
P112,3,4,"1,2",16/08/19,19/08/19,2,2,2,JL,OK
P113,1,1,"1,05",16/08/19,20/08/19,22,22,22,JL,OK
P113,1,2,0,16/08/19,20/08/19,16,16,16,JL,OK
P113,1,3,"1,2",16/08/19,20/08/19,10,10,10,JL,OK
P113,1,4,"0,9",16/08/19,20/08/19,8,8,8,JL,OK
P113,2,1,"0,3",16/08/19,20/08/19,7,7,7,JL,OK
P113,2,2,"0,75",16/08/19,20/08/19,16,16,16,JL,OK
P113,2,3,"1,5",16/08/19,20/08/19,0,0,0,JL,OK
P113,2,4,"0,15",16/08/19,20/08/19,2,2,2,JL,OK
P113,3,1,"1,35",16/08/19,20/08/19,1,1,1,JL,OK
P113,3,2,"0,45",16/08/19,20/08/19,19,19,19,JL,OK
P113,3,3,"1,65",16/08/19,20/08/19,0,0,0,JL,OK
P113,3,4,"0,6",16/08/19,20/08/19,12,12,12,JL,OK
P114,1,1,0,16/08/19,19/08/19,11,11,11,JL,OK
P114,1,2,"1,35",16/08/19,19/08/19,3,3,3,JL,OK
P114,1,3,"0,75",16/08/19,19/08/19,0,0,0,JL,OK
P114,1,4,"0,15",16/08/19,19/08/19,8,8,8,JL,OK
P114,2,1,"1,2",16/08/19,19/08/19,19,19,19,JL,OK
P114,2,2,"1,05",16/08/19,19/08/19,6,6,6,JL,OK
P114,2,3,"1,65",16/08/19,19/08/19,1,1,1,JL,OK
